data,id_produtor,id_laticinio,id_rota,polo_climatico,y_real,y_pred_modelo,y_pred_baseline,erro_abs_modelo,erro_abs_baseline
2025-03-11,1,1,6,RIO_VERDE,557.1842857142857,556.32745,559.4714285714286,0.8568321010044428,2.2871428571429533
2025-03-12,1,1,6,RIO_VERDE,557.3914285714285,558.29645,559.2628571428571,0.9050191824777585,1.8714285714286234
2025-03-13,1,1,6,RIO_VERDE,557.4300000000001,556.8992,558.58,0.5308300781250637,1.1499999999999773
2025-03-14,1,1,6,RIO_VERDE,558.8871428571429,557.649,557.9585714285714,1.2381560407366123,0.9285714285714448
2025-03-15,1,1,6,RIO_VERDE,558.1128571428571,559.81537,556.6214285714285,1.7025115094866123,1.491428571428628
2025-03-16,1,1,6,RIO_VERDE,559.2499999999999,557.7321,559.0600000000001,1.5178833007811363,0.1899999999998272
2025-03-17,1,1,6,RIO_VERDE,560.4828571428571,558.07855,558.2371428571429,2.404304896763392,2.245714285714257
2025-03-18,1,1,6,RIO_VERDE,560.7585714285714,552.3001,558.4728571428572,8.458461565290122,2.2857142857142208
2025-03-19,1,1,6,RIO_VERDE,563.1342857142857,556.47,557.1842857142857,6.664315011160738,5.9500000000000455
2025-03-20,1,1,6,RIO_VERDE,564.3,559.72675,557.3914285714285,4.5732543945312045,6.908571428571463
2025-03-21,1,1,6,RIO_VERDE,562.2542857142857,558.2492,557.4300000000001,4.005079171316993,4.824285714285679
2025-03-22,1,1,6,RIO_VERDE,561.32,553.4917,558.8871428571429,7.82830078125005,2.4328571428571877
2025-03-23,1,1,6,RIO_VERDE,561.23,552.04016,558.1128571428571,9.189838867187518,3.1171428571428805
2025-03-24,1,1,6,RIO_VERDE,562.1814285714286,555.26697,559.25,6.914460797991069,2.931428571428569
2025-03-25,1,1,6,RIO_VERDE,563.2742857142857,557.75775,560.4828571428571,5.516534249441975,2.7914285714285825
2025-03-26,1,1,6,RIO_VERDE,561.7457142857144,557.4869,560.7585714285714,4.258836844308121,0.9871428571429988
2025-03-27,1,1,6,RIO_VERDE,558.8314285714285,555.7783,563.1342857142857,3.053108258928546,4.302857142857192
2025-03-28,1,1,6,RIO_VERDE,558.7642857142857,552.2369,564.3000000000001,6.527408272879484,5.535714285714334
2025-03-29,1,1,6,RIO_VERDE,559.4499999999999,556.86304,562.2542857142859,2.586962890624932,2.8042857142859248
2025-03-30,1,1,6,RIO_VERDE,559.8385714285714,553.8136,561.32,6.024972795758913,1.481428571428637
2025-03-31,1,1,6,RIO_VERDE,559.3557142857143,553.51495,561.2300000000001,5.840760672433021,1.874285714285861
2025-04-01,1,1,6,RIO_VERDE,554.22,553.37,562.1814285714287,0.8500048828125273,7.961428571428655
2025-04-02,1,1,6,RIO_VERDE,552.1728571428572,557.4743,563.2742857142857,5.301447056361553,11.101428571428528
2025-04-03,1,1,6,RIO_VERDE,549.0342857142857,558.7559,561.7457142857144,9.721634695870534,12.711428571428655
2025-04-04,1,1,6,RIO_VERDE,543.0857142857143,560.9243,558.8314285714285,17.83860212053571,15.745714285714257
2025-04-05,1,1,6,RIO_VERDE,539.7971428571428,560.34485,558.7642857142857,20.54770577566967,18.967142857142903
2025-04-06,1,1,6,RIO_VERDE,532.4528571428572,560.8965,559.45,28.44362723214283,26.997142857142876
2025-04-07,1,1,6,RIO_VERDE,528.1242857142857,560.1828,559.8385714285715,32.058514578683,31.71428571428578
2025-04-08,1,1,6,RIO_VERDE,532.9457142857143,551.0665,559.3557142857143,18.120814034598197,26.409999999999968
2025-04-09,1,1,6,RIO_VERDE,534.7714285714286,554.1036,554.22,19.33214808872765,19.448571428571427
2025-04-10,1,1,6,RIO_VERDE,538.4185714285715,536.91736,552.1728571428572,1.501213030133954,13.754285714285743
2025-04-11,1,1,6,RIO_VERDE,546.2228571428572,532.0933,549.0342857142857,14.129534388950901,2.8114285714285643
2025-04-12,1,1,6,RIO_VERDE,548.5214285714286,540.17633,543.0857142857143,8.34509800502235,5.435714285714312
2025-04-13,1,1,6,RIO_VERDE,555.21,524.3631,539.7971428571428,30.846901855468786,15.412857142857206
2025-04-14,1,1,6,RIO_VERDE,559.0071428571429,531.12695,532.4528571428572,27.880189732142867,26.554285714285697
2025-04-15,1,1,6,RIO_VERDE,559.0414285714286,544.402,528.1242857142857,14.639451032366082,30.917142857142835
2025-04-16,1,1,6,RIO_VERDE,560.2757142857143,547.0545,532.9457142857143,13.221209891183094,27.33000000000004
2025-04-17,1,1,6,RIO_VERDE,559.9714285714286,546.65393,534.7714285714286,13.317497907366146,25.200000000000045
2025-04-18,1,1,6,RIO_VERDE,558.7385714285714,546.20844,538.4185714285715,12.53013636997764,20.319999999999936
2025-04-19,1,1,6,RIO_VERDE,560.1428571428571,550.1451,546.2228571428572,9.99777657645086,13.919999999999959
2025-04-20,1,1,6,RIO_VERDE,559.0042857142856,548.7099,548.5214285714285,10.29438581194188,10.482857142857142
2025-04-21,1,1,6,RIO_VERDE,559.3242857142857,549.9222,555.2099999999999,9.40210553850443,4.1142857142857565
2025-04-22,1,1,6,RIO_VERDE,558.6585714285713,544.27216,559.0071428571429,14.3864156668526,0.34857142857151757
2025-04-23,1,1,6,RIO_VERDE,558.1142857142856,549.72473,559.0414285714286,8.389554268973143,0.9271428571429396
2025-04-24,1,1,6,RIO_VERDE,558.2914285714286,551.7724,560.2757142857142,6.5190286690848325,1.9842857142856474
2025-04-25,1,1,6,RIO_VERDE,558.7685714285714,545.82776,559.9714285714286,12.940812639508863,1.2028571428572832
2025-04-26,1,1,6,RIO_VERDE,557.5542857142857,546.86786,558.7385714285714,10.686426827566947,1.1842857142856928
2025-04-27,1,1,6,RIO_VERDE,555.2157142857143,546.99963,560.1428571428571,8.216080496651784,4.927142857142826
2025-04-28,1,1,6,RIO_VERDE,555.7328571428571,547.8692,559.0042857142857,7.863655482700892,3.2714285714286007
2025-04-29,1,1,6,RIO_VERDE,551.6371428571429,544.54236,559.3242857142857,7.094784458705362,7.687142857142817
2025-04-30,1,1,6,RIO_VERDE,544.5557142857143,545.7317,558.6585714285713,1.1759751674106838,14.102857142857033
2025-05-01,1,1,6,RIO_VERDE,537.7728571428571,543.2467,558.1142857142858,5.473846958705394,20.34142857142865
2025-05-02,1,1,6,RIO_VERDE,526.0957142857143,539.73413,558.2914285714286,13.63841657366072,32.1957142857143
2025-05-03,1,1,6,RIO_VERDE,520.0342857142857,538.6021,558.7685714285715,18.567826102120534,38.73428571428576
2025-05-04,1,1,6,RIO_VERDE,513.6614285714285,523.81415,557.5542857142857,10.152719377790277,43.892857142857224
2025-05-05,1,1,6,RIO_VERDE,501.53999999999996,535.63763,555.2157142857143,34.097634277343786,53.67571428571432
2025-05-06,1,1,6,RIO_VERDE,496.0128571428572,515.1057,555.7328571428571,19.09285574776783,59.71999999999997
2025-05-07,1,1,6,RIO_VERDE,487.35714285714283,501.64767,551.6371428571427,14.290531703404042,64.27999999999992
2025-05-08,1,1,6,RIO_VERDE,477.8085714285714,498.67557,544.5557142857143,20.86699619838174,66.74714285714293
2025-05-09,1,1,6,RIO_VERDE,470.3542857142857,485.5645,537.7728571428571,15.210228445870541,67.4185714285714
2025-05-10,1,1,6,RIO_VERDE,458.9428571428571,501.70132,526.0957142857143,42.7584673200335,67.15285714285716
2025-05-11,1,1,6,RIO_VERDE,449.3857142857143,480.34,520.0342857142857,30.954282052176325,70.64857142857142
2025-05-12,1,1,6,RIO_VERDE,447.43,464.11722,513.6614285714286,16.687218017578118,66.23142857142858
2025-05-13,1,1,6,RIO_VERDE,439.4914285714286,457.44452,501.53999999999996,17.953090471540122,62.048571428571336
2025-05-14,1,1,6,RIO_VERDE,435.2557142857143,449.8815,496.0128571428572,14.62578595842632,60.75714285714287
2025-05-15,1,1,6,RIO_VERDE,432.76142857142855,449.38983,487.35714285714283,16.628402971540197,54.59571428571428
2025-05-16,1,1,6,RIO_VERDE,435.4500000000001,448.1598,477.8085714285714,12.709790039062398,42.35857142857128
2025-05-17,1,1,6,RIO_VERDE,434.0385714285715,459.38525,470.35428571428565,25.346682477678485,36.31571428571414
2025-05-18,1,1,6,RIO_VERDE,430.69428571428574,443.86032,458.9428571428572,13.166035330636134,28.248571428571438
2025-05-19,1,1,6,RIO_VERDE,419.7028571428571,445.10544,449.38571428571424,25.402581089564762,29.68285714285713
2025-05-20,1,1,6,RIO_VERDE,416.36571428571426,450.67426,447.43,34.30854108537949,31.064285714285745
2025-05-21,1,1,6,RIO_VERDE,415.8471428571429,431.41003,439.49142857142857,15.562891322544601,23.644285714285672
2025-05-22,1,1,6,RIO_VERDE,413.5885714285714,428.6427,435.2557142857143,15.054128766741087,21.667142857142892
2025-05-23,1,1,6,RIO_VERDE,407.9857142857142,430.16846,432.7614285714286,22.18274274553579,24.7757142857144
2025-05-24,1,1,6,RIO_VERDE,403.0871428571428,424.62646,435.45,21.539321986607206,32.362857142857195
2025-05-25,1,1,6,RIO_VERDE,405.8942857142857,429.51303,434.0385714285714,23.618745291573703,28.14428571428573
2025-05-26,1,1,6,RIO_VERDE,408.3914285714286,419.42477,430.69428571428574,11.03334559849327,22.302857142857135
2025-05-27,1,1,6,RIO_VERDE,414.31,410.80783,419.70285714285717,3.5021691894531273,5.392857142857167
2025-05-28,1,1,6,RIO_VERDE,416.4785714285714,410.79037,416.36571428571426,5.688196672712024,0.11285714285713766
2025-05-29,1,1,6,RIO_VERDE,420.59142857142854,405.9165,415.84714285714284,14.674924665178537,4.744285714285695
2025-05-30,1,1,6,RIO_VERDE,429.6471428571428,405.88422,413.5885714285714,23.762926548549046,16.058571428571383
2025-05-31,1,1,6,RIO_VERDE,437.6057142857143,401.36996,407.9857142857143,36.23574968610495,29.620000000000005
2025-06-01,1,1,6,RIO_VERDE,441.50857142857143,415.26694,403.0871428571428,26.241634172712054,38.421428571428635
2025-06-02,1,1,6,RIO_VERDE,442.89000000000004,406.8564,405.89428571428573,36.03358520507817,36.995714285714314
2025-06-03,1,1,6,RIO_VERDE,444.32714285714286,419.2208,408.39142857142855,25.106348179408485,35.93571428571431
2025-06-04,1,1,6,RIO_VERDE,442.8471428571429,418.81598,414.31,24.03116385323665,28.537142857142896
2025-06-05,1,1,6,RIO_VERDE,438.43857142857144,413.72995,416.47857142857146,24.70862147739956,21.95999999999998
2025-06-06,1,1,6,RIO_VERDE,426.0957142857143,427.17596,420.59142857142854,1.0802500697544701,5.504285714285743
2025-06-07,1,1,6,RIO_VERDE,416.9728571428572,428.36624,429.6471428571429,11.393384312220917,12.674285714285702
2025-06-08,1,1,6,RIO_VERDE,409.70285714285717,435.8066,437.6057142857143,26.103752964564706,27.902857142857158
2025-06-09,1,1,6,RIO_VERDE,406.2957142857143,419.3048,441.50857142857143,13.009095284598175,35.212857142857104
2025-06-10,1,1,6,RIO_VERDE,398.75857142857143,438.1669,442.89,39.408329206194196,44.13142857142856
2025-06-11,1,1,6,RIO_VERDE,393.74285714285713,416.30298,444.32714285714286,22.560121372767867,50.58428571428573
2025-06-12,1,1,6,RIO_VERDE,391.2628571428572,403.5854,442.84714285714284,12.322531040736578,51.58428571428567
2025-06-13,1,1,6,RIO_VERDE,392.99285714285713,400.26883,438.43857142857144,7.275972202845992,45.4457142857143
2025-06-14,1,1,6,RIO_VERDE,393.51142857142855,390.8886,426.0957142857143,2.622817731584803,32.58428571428573
2025-06-15,1,1,6,RIO_VERDE,388.8542857142857,391.41608,416.97285714285715,2.5617909458705412,28.118571428571443
2025-06-16,1,1,6,RIO_VERDE,380.9271428571429,397.97562,409.70285714285717,17.048473597935242,28.775714285714287
2025-06-17,1,1,6,RIO_VERDE,374.3771428571429,412.2389,406.2957142857143,37.86174874441957,31.918571428571397
2025-06-18,1,1,6,RIO_VERDE,372.19571428571425,392.43817,398.75857142857143,20.242457101004504,26.562857142857183
2025-06-19,1,1,6,RIO_VERDE,369.5671428571428,388.90717,393.74285714285713,19.340022670200938,24.17571428571432
2025-06-20,1,1,6,RIO_VERDE,370.40285714285716,395.7834,391.2628571428572,25.380529087611592,20.860000000000014
2025-06-21,1,1,6,RIO_VERDE,371.6057142857143,380.30783,392.99285714285713,8.702116524832547,21.387142857142805
2025-06-22,1,1,6,RIO_VERDE,375.24285714285713,376.3939,393.51142857142855,1.1510332380022419,18.26857142857142
2025-06-23,1,1,6,RIO_VERDE,389.30285714285714,374.52075,388.8542857142857,14.782105189732135,0.4485714285714266
2025-06-24,1,1,6,RIO_VERDE,399.48999999999995,370.1306,380.9271428571429,29.359384765624952,18.56285714285707
2025-06-25,1,1,6,RIO_VERDE,404.92857142857144,368.62903,374.3771428571429,36.299543108258945,30.551428571428517
2025-06-26,1,1,6,RIO_VERDE,412.55428571428575,359.4029,372.19571428571425,53.151392647879504,40.35857142857151
2025-06-27,1,1,6,RIO_VERDE,418.0285714285714,372.4875,369.5671428571428,45.54108363560266,48.4614285714286
2025-06-28,1,1,6,RIO_VERDE,426.93285714285713,365.95038,370.40285714285716,60.98247872488838,56.52999999999997
2025-06-29,1,1,6,RIO_VERDE,433.59,366.25162,371.60571428571427,67.33838256835935,61.984285714285704
2025-06-30,1,1,6,RIO_VERDE,431.6857142857142,404.88025,375.24285714285713,26.805465262276698,56.442857142857065
2025-07-01,1,1,6,RIO_VERDE,428.7457142857143,409.6054,389.30285714285714,19.140306570870564,39.44285714285718
2025-07-02,1,1,6,RIO_VERDE,430.6228571428572,383.92004,399.49000000000007,46.702813197544685,31.13285714285712
2025-07-03,1,1,6,RIO_VERDE,425.3242857142856,395.3034,404.92857142857144,30.020879952566872,20.395714285714178
2025-07-04,1,1,6,RIO_VERDE,420.0242857142857,411.21338,412.55428571428575,8.810906808035725,7.46999999999997
2025-07-05,1,1,6,RIO_VERDE,410.52000000000004,425.47977,418.0285714285714,14.959766845703086,7.508571428571372
2025-07-06,1,1,6,RIO_VERDE,401.03428571428583,423.8918,426.9328571428572,22.857529471261046,25.89857142857136
2025-07-07,1,1,6,RIO_VERDE,390.0757142857143,422.722,433.59000000000003,32.64627057756695,43.514285714285734
2025-07-08,1,1,6,RIO_VERDE,375.9742857142857,413.7734,431.6857142857143,37.79912126813616,55.7114285714286
2025-07-09,1,1,6,RIO_VERDE,363.73857142857145,418.85477,428.74571428571426,55.11619541713168,65.00714285714281
2025-07-10,1,1,6,RIO_VERDE,363.1528571428571,404.30627,430.6228571428572,41.1534172712054,67.47000000000008
2025-07-11,1,1,6,RIO_VERDE,357.4857142857143,403.16022,425.32428571428574,45.67450299944193,67.83857142857141
2025-07-12,1,1,6,RIO_VERDE,349.57571428571424,397.0967,420.0242857142857,47.520995919363884,70.44857142857148
2025-07-13,1,1,6,RIO_VERDE,348.6542857142857,384.46243,410.52,35.808147147042405,61.86571428571426
2025-07-14,1,1,6,RIO_VERDE,351.2371428571429,375.98715,401.03428571428566,24.75000924246649,49.797142857142774
2025-07-15,1,1,6,RIO_VERDE,359.82428571428574,362.6033,390.0757142857143,2.779016287667389,30.251428571428562
2025-07-16,1,1,6,RIO_VERDE,360.0657142857143,371.03336,375.9742857142857,10.967641427176318,15.908571428571406
2025-07-17,1,1,6,RIO_VERDE,356.86857142857144,373.46613,363.73857142857145,16.597554059709807,6.8700000000000045
2025-07-18,1,1,6,RIO_VERDE,358.86571428571426,374.33325,363.15285714285716,15.467537667410738,4.2871428571428964
2025-07-19,1,1,6,RIO_VERDE,361.17428571428576,372.5935,357.4857142857143,11.419220145089241,3.6885714285714357
2025-07-20,1,1,6,RIO_VERDE,357.66428571428577,367.09857,349.57571428571424,9.434286063057982,8.088571428571527
2025-07-21,1,1,6,RIO_VERDE,351.4371428571429,361.4666,348.6542857142858,10.029470912388376,2.7828571428570967
2025-07-22,1,1,6,RIO_VERDE,347.08000000000004,372.28583,351.2371428571428,25.20582763671871,4.157142857142787
2025-07-23,1,1,6,RIO_VERDE,349.92571428571426,364.20123,359.82428571428574,14.275518624441986,9.898571428571472
2025-07-24,1,1,6,RIO_VERDE,346.01857142857136,363.7339,360.0657142857143,17.715315290178637,14.047142857142944
2025-07-25,1,1,6,RIO_VERDE,345.8742857142857,373.94348,356.86857142857144,28.06919573102681,10.994285714285752
2025-07-26,1,1,6,RIO_VERDE,346.0685714285714,365.069,358.86571428571426,19.00042881556925,12.797142857142887
2025-07-27,1,1,6,RIO_VERDE,344.09714285714284,360.8548,361.17428571428576,16.757654506138408,17.077142857142917
2025-07-28,1,1,6,RIO_VERDE,348.32428571428574,358.73404,357.66428571428565,10.409753592354889,9.339999999999918
2025-07-29,1,1,6,RIO_VERDE,347.4185714285714,356.92618,351.43714285714293,9.507606549944228,4.0185714285715335
2025-07-30,1,1,6,RIO_VERDE,342.92285714285714,362.18845,347.08,19.265588902064735,4.157142857142844
2025-07-31,1,1,6,RIO_VERDE,340.32428571428574,353.92484,349.92571428571426,13.600549490792389,9.601428571428528
2025-08-01,1,1,6,RIO_VERDE,336.6542857142857,365.85544,346.0185714285714,29.201152518136155,9.3642857142857
2025-08-02,1,1,6,RIO_VERDE,332.5871428571428,344.93936,345.8742857142857,12.35221871512283,13.287142857142896
2025-08-03,1,1,6,RIO_VERDE,334.92,344.65515,346.06857142857143,9.735151367187484,11.148571428571415
2025-08-04,1,1,6,RIO_VERDE,328.86285714285714,341.93808,344.0971428571429,13.075222691127237,15.234285714285761
2025-08-05,1,1,6,RIO_VERDE,323.55571428571426,342.29935,348.3242857142856,18.743632638113866,24.768571428571363
2025-08-06,1,1,6,RIO_VERDE,320.70714285714286,336.6214,347.4185714285714,15.914256068638394,26.71142857142854
2025-08-07,1,1,6,RIO_VERDE,321.31857142857143,338.06403,342.92285714285714,16.74545445033482,21.60428571428571
2025-08-08,1,1,6,RIO_VERDE,312.2742857142857,354.03467,340.3242857142856,41.760382254464275,28.049999999999898
2025-08-09,1,1,6,RIO_VERDE,306.55285714285714,344.26978,336.6542857142857,37.716918247767865,30.101428571428585
2025-08-10,1,1,6,RIO_VERDE,302.6542857142857,342.44128,332.5871428571428,39.78699846540178,29.932857142857074
2025-08-11,1,1,6,RIO_VERDE,305.38714285714286,346.5123,334.92,41.12515572684151,29.532857142857154
2025-08-12,1,1,6,RIO_VERDE,308.75428571428574,343.7038,328.86285714285714,34.94951067243301,20.108571428571395
2025-08-13,1,1,6,RIO_VERDE,307.51142857142855,347.72412,323.55571428571426,40.21269252232145,16.044285714285706
2025-08-14,1,1,6,RIO_VERDE,306.57714285714286,352.7802,320.70714285714286,46.20306954520089,14.129999999999995
2025-08-15,1,1,6,RIO_VERDE,311.2957142857143,343.05667,321.31857142857143,31.7609568568638,10.022857142857106
2025-08-16,1,1,6,RIO_VERDE,316.7785714285714,346.7904,312.2742857142857,30.01183384486609,4.504285714285686
2025-08-17,1,1,6,RIO_VERDE,320.53714285714284,347.49155,306.55285714285714,26.954403773716535,13.984285714285704
2025-08-18,1,1,6,RIO_VERDE,319.6328571428571,362.82697,302.6542857142857,43.19410818917413,16.9785714285714
2025-08-19,1,1,6,RIO_VERDE,316.21999999999997,361.22348,305.38714285714286,45.003480224609405,10.832857142857108
2025-08-20,1,1,6,RIO_VERDE,315.4942857142857,347.708,308.75428571428574,32.213722098214305,6.739999999999952
2025-08-21,1,1,6,RIO_VERDE,315.43,356.2173,307.51142857142855,40.78728515624999,7.918571428571454
2025-08-22,1,1,6,RIO_VERDE,312.01142857142855,366.28415,306.57714285714286,54.27272059849332,5.434285714285693
2025-08-23,1,1,6,RIO_VERDE,307.7442857142857,346.12036,311.2957142857143,38.376075613839305,3.55142857142863
