data,id_produtor,id_laticinio,id_rota,polo_climatico,y_real,y_pred_modelo,y_pred_baseline,erro_abs_modelo,erro_abs_baseline
2025-02-13,1,1,6,RIO_VERDE,560.6857142857142,552.5156,560.3914285714285,8.170089285714198,0.2942857142857065
2025-02-14,1,1,6,RIO_VERDE,559.7614285714286,551.61993,561.3399999999999,8.14149448939736,1.5785714285713084
2025-02-15,1,1,6,RIO_VERDE,558.73,549.3,560.4228571428572,9.430012207031268,1.6928571428571786
2025-02-16,1,1,6,RIO_VERDE,557.0400000000001,548.4311,562.1457142857142,8.608908691406327,5.105714285714157
2025-02-17,1,1,6,RIO_VERDE,552.3785714285715,550.39746,562.7785714285714,1.9811104910714903,10.399999999999864
2025-02-18,1,1,6,RIO_VERDE,553.5628571428572,556.94794,562.02,3.385079868861567,8.457142857142799
2025-02-19,1,1,6,RIO_VERDE,552.7142857142858,554.3212,562.2257142857143,1.6069423130579708,9.511428571428496
2025-02-20,1,1,6,RIO_VERDE,552.6014285714286,551.4629,562.0742857142857,1.1385379464286416,9.472857142857038
2025-02-21,1,1,6,RIO_VERDE,552.6085714285715,551.9461,560.6857142857143,0.6624654715402585,8.077142857142803
2025-02-22,1,1,6,RIO_VERDE,552.2142857142857,553.085,559.7614285714286,0.8707362583705844,7.547142857142944
2025-02-23,1,1,6,RIO_VERDE,552.2514285714286,557.7241,558.73,5.472692522321381,6.478571428571399
2025-02-24,1,1,6,RIO_VERDE,555.7414285714286,555.1991,557.0400000000001,0.542331891741128,1.2985714285714494
2025-02-25,1,1,6,RIO_VERDE,556.0485714285713,542.75446,552.3785714285715,13.294115862165086,3.6699999999998454
2025-02-26,1,1,6,RIO_VERDE,556.0671428571429,556.61505,553.5628571428572,0.547908412388324,2.504285714285743
2025-02-27,1,1,6,RIO_VERDE,557.6914285714286,558.50507,552.7142857142857,0.8136373465401903,4.977142857142894
2025-02-28,1,1,6,RIO_VERDE,559.8157142857142,561.8045,552.6014285714285,1.9887901088170565,7.214285714285666
2025-03-01,1,1,6,RIO_VERDE,559.0071428571429,566.0414,552.6085714285715,7.034238978794633,6.398571428571358
2025-03-02,1,1,6,RIO_VERDE,560.1628571428571,566.3437,552.2142857142857,6.180831821986658,7.948571428571427
2025-03-03,1,1,6,RIO_VERDE,559.4714285714286,564.74884,552.2514285714286,5.277411760602604,7.220000000000027
2025-03-04,1,1,6,RIO_VERDE,559.2628571428571,566.05383,555.7414285714286,6.790975864955385,3.521428571428487
2025-03-05,1,1,6,RIO_VERDE,558.5799999999999,560.0655,556.0485714285714,1.4854907226563228,2.531428571428478
2025-03-06,1,1,6,RIO_VERDE,557.9585714285714,561.0517,556.0671428571429,3.0931253487723325,1.8914285714284915
2025-03-07,1,1,6,RIO_VERDE,556.6214285714285,562.1698,557.6914285714286,5.54837123325899,1.07000000000005
2025-03-08,1,1,6,RIO_VERDE,559.0600000000001,561.8023,559.8157142857143,2.742307128906191,0.755714285714248
2025-03-09,1,1,6,RIO_VERDE,558.2371428571429,560.10376,559.0071428571429,1.866616908482115,0.7699999999999818
2025-03-10,1,1,6,RIO_VERDE,558.4728571428572,560.59924,560.1628571428571,2.1263860212053487,1.6899999999999409
2025-03-11,1,1,6,RIO_VERDE,557.1842857142857,557.69946,559.4714285714286,0.5151771763393072,2.2871428571429533
2025-03-12,1,1,6,RIO_VERDE,557.3914285714285,558.8033,559.2628571428571,1.4118551199777585,1.8714285714286234
2025-03-13,1,1,6,RIO_VERDE,557.4300000000001,557.1311,558.58,0.29889648437506366,1.1499999999999773
2025-03-14,1,1,6,RIO_VERDE,558.8871428571429,558.7542,557.9585714285714,0.13293143136161234,0.9285714285714448
2025-03-15,1,1,6,RIO_VERDE,558.1128571428571,560.0177,556.6214285714285,1.9048430524553623,1.491428571428628
2025-03-16,1,1,6,RIO_VERDE,559.2499999999999,561.1258,559.0600000000001,1.8757934570313637,0.1899999999998272
2025-03-17,1,1,6,RIO_VERDE,560.4828571428571,556.9654,558.2371428571429,3.517464076450892,2.245714285714257
2025-03-18,1,1,6,RIO_VERDE,560.7585714285714,553.44446,558.4728571428572,7.314113420758872,2.2857142857142208
2025-03-19,1,1,6,RIO_VERDE,563.1342857142857,558.3397,557.1842857142857,4.794564034598238,5.9500000000000455
2025-03-20,1,1,6,RIO_VERDE,564.3,558.91327,557.3914285714285,5.3867309570312045,6.908571428571463
2025-03-21,1,1,6,RIO_VERDE,562.2542857142857,561.1797,557.4300000000001,1.0745982142857429,4.824285714285679
2025-03-22,1,1,6,RIO_VERDE,561.32,554.8539,558.8871428571429,6.46611816406255,2.4328571428571877
2025-03-23,1,1,6,RIO_VERDE,561.23,556.4521,558.1128571428571,4.777912597656268,3.1171428571428805
2025-03-24,1,1,6,RIO_VERDE,562.1814285714286,557.4173,559.25,4.764131208147319,2.931428571428569
2025-03-25,1,1,6,RIO_VERDE,563.2742857142857,556.96,560.4828571428571,6.314263741629475,2.7914285714285825
2025-03-26,1,1,6,RIO_VERDE,561.7457142857144,557.2981,560.7585714285714,4.447618582589371,0.9871428571429988
2025-03-27,1,1,6,RIO_VERDE,558.8314285714285,555.0444,563.1342857142857,3.787056012834796,4.302857142857192
2025-03-28,1,1,6,RIO_VERDE,558.7642857142857,557.617,564.3000000000001,1.1472813197544838,5.535714285714334
2025-03-29,1,1,6,RIO_VERDE,559.4499999999999,554.25494,562.2542857142859,5.195056152343682,2.8042857142859248
2025-03-30,1,1,6,RIO_VERDE,559.8385714285714,552.18994,561.32,7.648630022321413,1.481428571428637
2025-03-31,1,1,6,RIO_VERDE,559.3557142857143,552.14777,561.2300000000001,7.207948172433021,1.874285714285861
2025-04-01,1,1,6,RIO_VERDE,554.22,555.0215,562.1814285714287,0.8014843749999727,7.961428571428655
2025-04-02,1,1,6,RIO_VERDE,552.1728571428572,552.16797,563.2742857142857,0.004888392857196777,11.101428571428528
2025-04-03,1,1,6,RIO_VERDE,549.0342857142857,557.5716,561.7457142857144,8.537308523995534,12.711428571428655
2025-04-04,1,1,6,RIO_VERDE,543.0857142857143,560.1695,558.8314285714285,17.08378034319196,15.745714285714257
2025-04-05,1,1,6,RIO_VERDE,539.7971428571428,558.63464,558.7642857142857,18.83750069754467,18.967142857142903
2025-04-06,1,1,6,RIO_VERDE,532.4528571428572,566.29755,559.45,33.84468924386158,26.997142857142876
2025-04-07,1,1,6,RIO_VERDE,528.1242857142857,562.9932,559.8385714285715,34.8689393833705,31.71428571428578
2025-04-08,1,1,6,RIO_VERDE,532.9457142857143,561.51965,559.3557142857143,28.573939034598197,26.409999999999968
2025-04-09,1,1,6,RIO_VERDE,534.7714285714286,543.7398,554.22,8.96837855747765,19.448571428571427
2025-04-10,1,1,6,RIO_VERDE,538.4185714285715,552.09015,552.1728571428572,13.671577497209796,13.754285714285743
2025-04-11,1,1,6,RIO_VERDE,546.2228571428572,545.71246,549.0342857142857,0.5103937639509013,2.8114285714285643
2025-04-12,1,1,6,RIO_VERDE,548.5214285714286,543.1765,543.0857142857143,5.344914899553601,5.435714285714312
2025-04-13,1,1,6,RIO_VERDE,555.21,533.49896,539.7971428571428,21.711037597656286,15.412857142857206
2025-04-14,1,1,6,RIO_VERDE,559.0071428571429,529.2146,532.4528571428572,29.792543247767867,26.554285714285697
2025-04-15,1,1,6,RIO_VERDE,559.0414285714286,536.77606,528.1242857142857,22.265366559709832,30.917142857142835
2025-04-16,1,1,6,RIO_VERDE,560.2757142857143,544.3854,532.9457142857143,15.890338309151844,27.33000000000004
2025-04-17,1,1,6,RIO_VERDE,559.9714285714286,549.1611,534.7714285714286,10.810356794084896,25.200000000000045
2025-04-18,1,1,6,RIO_VERDE,558.7385714285714,547.7643,538.4185714285715,10.97428920200889,20.319999999999936
2025-04-19,1,1,6,RIO_VERDE,560.1428571428571,551.249,546.2228571428572,8.89383370535711,13.919999999999959
2025-04-20,1,1,6,RIO_VERDE,559.0042857142856,550.42535,548.5214285714285,8.57893171037938,10.482857142857142
2025-04-21,1,1,6,RIO_VERDE,559.3242857142857,551.603,555.2099999999999,7.721258370535679,4.1142857142857565
2025-04-22,1,1,6,RIO_VERDE,558.6585714285713,544.4422,559.0071428571429,14.2163717215401,0.34857142857151757
2025-04-23,1,1,6,RIO_VERDE,558.1142857142856,547.93976,559.0414285714286,10.174527413504393,0.9271428571429396
2025-04-24,1,1,6,RIO_VERDE,558.2914285714286,552.99,560.2757142857142,5.3014383370535825,1.9842857142856474
2025-04-25,1,1,6,RIO_VERDE,558.7685714285714,547.5313,559.9714285714286,11.237260393415113,1.2028571428572832
2025-04-26,1,1,6,RIO_VERDE,557.5542857142857,545.7669,558.7385714285714,11.787378976004447,1.1842857142856928
2025-04-27,1,1,6,RIO_VERDE,555.2157142857143,540.32623,560.1428571428571,14.889481375558034,4.927142857142826
2025-04-28,1,1,6,RIO_VERDE,555.7328571428571,542.1827,559.0042857142857,13.550178920200892,3.2714285714286007
2025-04-29,1,1,6,RIO_VERDE,551.6371428571429,542.1628,559.3242857142857,9.474362095424112,7.687142857142817
2025-04-30,1,1,6,RIO_VERDE,544.5557142857143,542.91736,558.6585714285713,1.6383558872768162,14.102857142857033
2025-05-01,1,1,6,RIO_VERDE,537.7728571428571,539.5904,558.1142857142858,1.8175359235491442,20.34142857142865
2025-05-02,1,1,6,RIO_VERDE,526.0957142857143,539.7542,558.2914285714286,13.65849714006697,32.1957142857143
2025-05-03,1,1,6,RIO_VERDE,520.0342857142857,531.51855,558.7685714285715,11.484268973214284,38.73428571428576
2025-05-04,1,1,6,RIO_VERDE,513.6614285714285,525.3422,557.5542857142857,11.680795549665277,43.892857142857224
2025-05-05,1,1,6,RIO_VERDE,501.53999999999996,514.0036,555.2157142857143,12.463601074218786,53.67571428571432
2025-05-06,1,1,6,RIO_VERDE,496.0128571428572,523.8359,555.7328571428571,27.82301932198658,59.71999999999997
2025-05-07,1,1,6,RIO_VERDE,487.35714285714283,507.81088,551.6371428571427,20.453739711216542,64.27999999999992
2025-05-08,1,1,6,RIO_VERDE,477.8085714285714,503.1461,544.5557142857143,25.33751621791299,66.74714285714293
2025-05-09,1,1,6,RIO_VERDE,470.3542857142857,501.331,537.7728571428571,30.97670793805804,67.4185714285714
2025-05-10,1,1,6,RIO_VERDE,458.9428571428571,483.79514,526.0957142857143,24.852278355189753,67.15285714285716
2025-05-11,1,1,6,RIO_VERDE,449.3857142857143,496.17346,520.0342857142857,46.7877476283482,70.64857142857142
2025-05-12,1,1,6,RIO_VERDE,447.43,471.5921,513.6614285714286,24.162102050781243,66.23142857142858
2025-05-13,1,1,6,RIO_VERDE,439.4914285714286,460.8148,501.53999999999996,21.323360246930747,62.048571428571336
2025-05-14,1,1,6,RIO_VERDE,435.2557142857143,454.62485,496.0128571428572,19.36913312639507,60.75714285714287
2025-05-15,1,1,6,RIO_VERDE,432.76142857142855,462.19513,487.35714285714283,29.433700823102697,54.59571428571428
2025-05-16,1,1,6,RIO_VERDE,435.4500000000001,449.63046,477.8085714285714,14.180462646484273,42.35857142857128
2025-05-17,1,1,6,RIO_VERDE,434.0385714285715,452.3344,470.35428571428565,18.295840192522235,36.31571428571414
2025-05-18,1,1,6,RIO_VERDE,430.69428571428574,450.55536,458.9428571428572,19.86107317243301,28.248571428571438
2025-05-19,1,1,6,RIO_VERDE,419.7028571428571,444.3671,449.38571428571424,24.664238804408512,29.68285714285713
2025-05-20,1,1,6,RIO_VERDE,416.36571428571426,451.35587,447.43,34.99015119280136,31.064285714285745
2025-05-21,1,1,6,RIO_VERDE,415.8471428571429,432.29507,439.49142857142857,16.447931605747726,23.644285714285672
2025-05-22,1,1,6,RIO_VERDE,413.5885714285714,433.73987,435.2557142857143,20.151296735491087,21.667142857142892
2025-05-23,1,1,6,RIO_VERDE,407.9857142857142,419.71207,432.7614285714286,11.726352364676416,24.7757142857144
2025-05-24,1,1,6,RIO_VERDE,403.0871428571428,429.17078,435.45,26.083633510044706,32.362857142857195
2025-05-25,1,1,6,RIO_VERDE,405.8942857142857,433.1803,434.0385714285714,27.286012137276828,28.14428571428573
2025-05-26,1,1,6,RIO_VERDE,408.3914285714286,421.49997,430.69428571428574,13.10854091099327,22.302857142857135
2025-05-27,1,1,6,RIO_VERDE,414.31,408.75284,419.70285714285717,5.557161865234377,5.392857142857167
2025-05-28,1,1,6,RIO_VERDE,416.4785714285714,418.00397,416.36571428571426,1.5253958565848507,0.11285714285713766
2025-05-29,1,1,6,RIO_VERDE,420.59142857142854,411.45172,415.84714285714284,9.139707380022287,4.744285714285695
2025-05-30,1,1,6,RIO_VERDE,429.6471428571428,400.23117,413.5885714285714,29.41597220284592,16.058571428571383
2025-05-31,1,1,6,RIO_VERDE,437.6057142857143,414.8676,407.9857142857143,22.738099539620578,29.620000000000005
2025-06-01,1,1,6,RIO_VERDE,441.50857142857143,399.513,403.0871428571428,41.99557094029018,38.421428571428635
2025-06-02,1,1,6,RIO_VERDE,442.89000000000004,409.84805,405.89428571428573,33.04194702148442,36.995714285714314
2025-06-03,1,1,6,RIO_VERDE,444.32714285714286,414.20288,408.39142857142855,30.12426199776786,35.93571428571431
2025-06-04,1,1,6,RIO_VERDE,442.8471428571429,422.35092,414.31,20.496221226283524,28.537142857142896
2025-06-05,1,1,6,RIO_VERDE,438.43857142857144,412.76343,416.47857142857146,25.675143694196436,21.95999999999998
2025-06-06,1,1,6,RIO_VERDE,426.0957142857143,406.2895,420.59142857142854,19.80622453962053,5.504285714285743
2025-06-07,1,1,6,RIO_VERDE,416.9728571428572,430.32,429.6471428571429,13.347150181361542,12.674285714285702
2025-06-08,1,1,6,RIO_VERDE,409.70285714285717,433.1409,437.6057142857143,23.438042515345956,27.902857142857158
2025-06-09,1,1,6,RIO_VERDE,406.2957142857143,428.19183,441.50857142857143,21.896119210379425,35.212857142857104
2025-06-10,1,1,6,RIO_VERDE,398.75857142857143,420.29398,442.89,21.535404401506696,44.13142857142856
2025-06-11,1,1,6,RIO_VERDE,393.74285714285713,431.71796,444.32714285714286,37.97509940011162,50.58428571428573
2025-06-12,1,1,6,RIO_VERDE,391.2628571428572,417.13422,442.84714285714284,25.87135916573658,51.58428571428567
2025-06-13,1,1,6,RIO_VERDE,392.99285714285713,408.87027,438.43857142857144,15.877412632533492,45.4457142857143
2025-06-14,1,1,6,RIO_VERDE,393.51142857142855,403.33768,426.0957142857143,9.826248430524572,32.58428571428573
2025-06-15,1,1,6,RIO_VERDE,388.8542857142857,389.87936,416.97285714285715,1.0250782993861662,28.118571428571443
2025-06-16,1,1,6,RIO_VERDE,380.9271428571429,405.7827,409.70285714285717,24.855571986607117,28.775714285714287
2025-06-17,1,1,6,RIO_VERDE,374.3771428571429,409.49808,406.2957142857143,35.1209345354352,31.918571428571397
2025-06-18,1,1,6,RIO_VERDE,372.19571428571425,406.05862,398.75857142857143,33.86290998186388,26.562857142857183
2025-06-19,1,1,6,RIO_VERDE,369.5671428571428,394.28802,393.74285714285713,24.720882045200938,24.17571428571432
2025-06-20,1,1,6,RIO_VERDE,370.40285714285716,389.55664,391.2628571428572,19.153783482142842,20.860000000000014
2025-06-21,1,1,6,RIO_VERDE,371.6057142857143,392.19995,392.99285714285713,20.594236886160672,21.387142857142805
2025-06-22,1,1,6,RIO_VERDE,375.24285714285713,385.70233,393.51142857142855,10.459474400111617,18.26857142857142
2025-06-23,1,1,6,RIO_VERDE,389.30285714285714,382.7674,388.8542857142857,6.535462123325885,0.4485714285714266
2025-06-24,1,1,6,RIO_VERDE,399.48999999999995,374.20557,380.9271428571429,25.284433593749952,18.56285714285707
2025-06-25,1,1,6,RIO_VERDE,404.92857142857144,365.29404,374.3771428571429,39.63453456333707,30.551428571428517
2025-06-26,1,1,6,RIO_VERDE,412.55428571428575,358.8702,372.19571428571425,53.68407697405138,40.35857142857151
2025-06-27,1,1,6,RIO_VERDE,418.0285714285714,362.55902,369.5671428571428,55.46955043247766,48.4614285714286
2025-06-28,1,1,6,RIO_VERDE,426.93285714285713,365.42883,370.40285714285716,61.50402413504463,56.52999999999997
2025-06-29,1,1,6,RIO_VERDE,433.59,364.27826,371.60571428571427,69.31174072265622,61.984285714285704
2025-06-30,1,1,6,RIO_VERDE,431.6857142857142,374.08813,375.24285714285713,57.5975795200892,56.442857142857065
2025-07-01,1,1,6,RIO_VERDE,428.7457142857143,399.13284,389.30285714285714,29.61287126813619,39.44285714285718
2025-07-02,1,1,6,RIO_VERDE,430.6228571428572,395.78165,399.49000000000007,34.84121041434156,31.13285714285712
2025-07-03,1,1,6,RIO_VERDE,425.3242857142856,388.83575,404.92857142857144,36.48853131975437,20.395714285714178
2025-07-04,1,1,6,RIO_VERDE,420.0242857142857,394.79102,412.55428571428575,25.233270089285725,7.46999999999997
2025-07-05,1,1,6,RIO_VERDE,410.52000000000004,406.0559,418.0285714285714,4.464091796875039,7.508571428571372
2025-07-06,1,1,6,RIO_VERDE,401.03428571428583,423.2587,426.9328571428572,22.224411795479796,25.89857142857136
2025-07-07,1,1,6,RIO_VERDE,390.0757142857143,420.99014,433.59000000000003,30.914428536551327,43.514285714285734
2025-07-08,1,1,6,RIO_VERDE,375.9742857142857,415.83588,431.6857142857143,39.86159075055804,55.7114285714286
2025-07-09,1,1,6,RIO_VERDE,363.73857142857145,412.4451,428.74571428571426,48.70652744838168,65.00714285714281
2025-07-10,1,1,6,RIO_VERDE,363.1528571428571,409.87253,430.6228571428572,46.719670933314774,67.47000000000008
2025-07-11,1,1,6,RIO_VERDE,357.4857142857143,389.50134,425.32428571428574,32.01562848772318,67.83857142857141
2025-07-12,1,1,6,RIO_VERDE,349.57571428571424,393.1992,420.0242857142857,43.623473946707634,70.44857142857148
2025-07-13,1,1,6,RIO_VERDE,348.6542857142857,387.76578,410.52,39.111491873604905,61.86571428571426
2025-07-14,1,1,6,RIO_VERDE,351.2371428571429,382.80374,401.03428571428566,31.56659859793524,49.797142857142774
2025-07-15,1,1,6,RIO_VERDE,359.82428571428574,373.4164,390.0757142857143,13.592126639229889,30.251428571428562
2025-07-16,1,1,6,RIO_VERDE,360.0657142857143,365.08328,375.9742857142857,5.017568184988818,15.908571428571406
2025-07-17,1,1,6,RIO_VERDE,356.86857142857144,375.40152,363.73857142857145,18.532948346819182,6.8700000000000045
2025-07-18,1,1,6,RIO_VERDE,358.86571428571426,376.40192,363.15285714285716,17.53620221819199,4.2871428571428964
2025-07-19,1,1,6,RIO_VERDE,361.17428571428576,377.11923,357.4857142857143,15.944946463448616,3.6885714285714357
2025-07-20,1,1,6,RIO_VERDE,357.66428571428577,363.31073,349.57571428571424,5.646444266182982,8.088571428571527
2025-07-21,1,1,6,RIO_VERDE,351.4371428571429,362.2569,348.6542857142858,10.819754115513376,2.7828571428570967
2025-07-22,1,1,6,RIO_VERDE,347.08000000000004,364.69193,351.2371428571428,17.611925048828084,4.157142857142787
2025-07-23,1,1,6,RIO_VERDE,349.92571428571426,366.61246,359.82428571428574,16.68674298967636,9.898571428571472
2025-07-24,1,1,6,RIO_VERDE,346.01857142857136,356.38278,360.0657142857143,10.364210553850512,14.047142857142944
2025-07-25,1,1,6,RIO_VERDE,345.8742857142857,365.1797,356.86857142857144,19.30540178571431,10.994285714285752
2025-07-26,1,1,6,RIO_VERDE,346.0685714285714,367.1455,358.86571428571426,21.076936383928626,12.797142857142887
2025-07-27,1,1,6,RIO_VERDE,344.09714285714284,356.66586,361.17428571428576,12.568720179966533,17.077142857142917
2025-07-28,1,1,6,RIO_VERDE,348.32428571428574,347.15594,357.66428571428565,1.168340890066986,9.339999999999918
2025-07-29,1,1,6,RIO_VERDE,347.4185714285714,346.06143,351.43714285714293,1.357139543805772,4.0185714285715335
2025-07-30,1,1,6,RIO_VERDE,342.92285714285714,346.42258,347.08,3.499719761439735,4.157142857142844
2025-07-31,1,1,6,RIO_VERDE,340.32428571428574,351.28976,349.92571428571426,10.965478690011139,9.601428571428528
2025-08-01,1,1,6,RIO_VERDE,336.6542857142857,344.34235,346.0185714285714,7.68806047712053,9.3642857142857
2025-08-02,1,1,6,RIO_VERDE,332.5871428571428,353.1075,345.8742857142857,20.52037057059158,13.287142857142896
2025-08-03,1,1,6,RIO_VERDE,334.92,344.29395,346.06857142857143,9.373945312499984,11.148571428571415
2025-08-04,1,1,6,RIO_VERDE,328.86285714285714,341.70288,344.0971428571429,12.840023716517862,15.234285714285761
2025-08-05,1,1,6,RIO_VERDE,323.55571428571426,338.03098,348.3242857142856,14.475261056082616,24.768571428571363
2025-08-06,1,1,6,RIO_VERDE,320.70714285714286,338.2875,347.4185714285714,17.58036324637277,26.71142857142854
2025-08-07,1,1,6,RIO_VERDE,321.31857142857143,341.55435,342.92285714285714,20.235780378069194,21.60428571428571
2025-08-08,1,1,6,RIO_VERDE,312.2742857142857,345.89874,340.3242857142856,33.624456961495525,28.049999999999898
2025-08-09,1,1,6,RIO_VERDE,306.55285714285714,338.62234,336.6542857142857,32.06948782784599,30.101428571428585
2025-08-10,1,1,6,RIO_VERDE,302.6542857142857,342.70264,332.5871428571428,40.04835100446428,29.932857142857074
2025-08-11,1,1,6,RIO_VERDE,305.38714285714286,345.4921,334.92,40.10495309012276,29.532857142857154
2025-08-12,1,1,6,RIO_VERDE,308.75428571428574,348.3423,328.86285714285714,39.58799944196426,20.108571428571395
2025-08-13,1,1,6,RIO_VERDE,307.51142857142855,338.7988,323.55571428571426,31.287369035993322,16.044285714285706
2025-08-14,1,1,6,RIO_VERDE,306.57714285714286,342.2874,320.70714285714286,35.71027169363839,14.129999999999995
2025-08-15,1,1,6,RIO_VERDE,311.2957142857143,346.60446,321.31857142857143,35.30874738420755,10.022857142857106
2025-08-16,1,1,6,RIO_VERDE,316.7785714285714,341.66702,312.2742857142857,24.888451276506714,4.504285714285686
2025-08-17,1,1,6,RIO_VERDE,320.53714285714284,344.38895,306.55285714285714,23.851803676060285,13.984285714285704
2025-08-18,1,1,6,RIO_VERDE,319.6328571428571,354.8751,302.6542857142857,35.242234409877256,16.9785714285714
2025-08-19,1,1,6,RIO_VERDE,316.21999999999997,359.1344,305.38714285714286,42.91439941406253,10.832857142857108
2025-08-20,1,1,6,RIO_VERDE,315.4942857142857,363.2695,308.75428571428574,47.77521501813618,6.739999999999952
2025-08-21,1,1,6,RIO_VERDE,315.43,355.00473,307.51142857142855,39.57473022460937,7.918571428571454
2025-08-22,1,1,6,RIO_VERDE,312.01142857142855,359.10538,306.57714285714286,47.09394862583707,5.434285714285693
2025-08-23,1,1,6,RIO_VERDE,307.7442857142857,358.38843,311.2957142857143,50.644142020089305,3.55142857142863
