data,id_rota,id_laticinio,litros_previstos,litros_realizados,num_produtores_planejados,num_produtores_atendidos,custo_total,km_rodados,tempo_total_horas,ocupacao_tanque_pct,indice_atraso,indice_perda_rota
2021-01-02,41,4,1278.63,1264.13,1,1,0.8148,294.17,3.33,6.53,0.006,0.0113
2021-01-03,2,1,929.7,896.44,1,1,0.8564,273.0,3.46,13.94,0.1125,0.0358
2021-01-03,3,1,1314.98,1277.85,2,2,2.2128,244.29,7.08,10.62,0.1238,0.0282
2021-01-03,4,1,1418.1599999999999,1258.03,2,2,1.0691,132.4,4.92,9.68,0.0041,0.1129
2021-01-03,6,1,530.84,517.16,1,1,0.5724,206.65,8.47,3.68,0.0496,0.0258
2021-01-03,7,1,1036.41,1003.1400000000001,2,2,1.9317,143.29,9.07,12.55,0.0307,0.0321
2021-01-03,8,1,504.66,500.31,1,1,0.5779,169.72,8.14,7.68,0.0,0.0086
2021-01-03,9,1,338.23,327.87,1,1,0.9175,117.23,6.07,1.78,0.0859,0.0306
2021-01-03,11,2,828.06,811.08,1,1,0.8613,238.24,7.94,5.79,0.0038,0.0205
2021-01-03,13,2,448.03,444.95000000000005,2,2,1.2646000000000002,133.93,8.26,3.2,0.0,0.0069
2021-01-03,14,2,1044.13,1015.66,1,1,0.8855,243.93,8.98,19.13,0.0652,0.0273
2021-01-03,15,2,186.35,180.08,1,1,0.7336,133.2,6.42,1.68,0.0031,0.0336
2021-01-03,16,2,2409.91,2357.12,2,2,2.2055000000000002,245.02,9.38,20.29,0.0,0.0219
2021-01-03,19,2,1346.64,1318.27,1,1,0.7515,248.11,6.81,7.32,0.1201,0.0211
2021-01-03,20,3,226.83,226.35,1,1,0.5372,192.74,3.21,1.72,0.0158,0.0021
2021-01-03,21,3,591.52,587.71,1,1,0.5868,84.56,3.55,11.06,0.0,0.0064
2021-01-03,23,3,292.23,290.35,1,1,0.5768,61.7,8.19,3.0,0.0,0.0064
2021-01-03,29,3,430.17,415.81,1,1,1.2704,215.27,5.02,2.89,0.0889,0.0334
2021-01-03,30,4,2064.65,2056.21,1,1,0.7541,242.05,4.88,9.47,0.0,0.0041
2021-01-03,33,4,790.6,767.86,2,2,1.4933,176.55,9.04,10.83,0.0536,0.0288
2021-01-03,34,4,482.65,469.03,1,1,0.7875,185.32,3.41,2.81,0.0428,0.0282
2021-01-03,35,4,1080.06,1051.02,2,2,2.1778,230.7,6.7,15.04,0.0121,0.0269
2021-01-03,40,4,2090.42,2022.5,1,1,0.6722,99.18,8.56,20.31,0.0,0.0325
2021-01-03,41,4,1296.47,1259.07,1,1,0.8145,285.86,3.3,6.5,0.0,0.0288
2021-01-04,2,1,937.03,899.47,1,1,0.8547,263.59,3.42,13.98,0.0997,0.0401
2021-01-04,3,1,1262.24,1230.88,2,2,2.2084,242.17,6.75,10.23,0.0714,0.0248
2021-01-04,4,1,1323.3200000000002,1309.4099999999999,2,2,1.0689,128.54,5.32,10.07,0.0857,0.0105
2021-01-04,6,1,552.51,542.62,1,1,0.5721,195.45,8.29,3.86,0.0273,0.0179
2021-01-04,7,1,1095.95,1062.25,2,2,1.9308999999999998,143.82,9.45,13.28,0.0739,0.0307
2021-01-04,8,1,493.86,483.37,1,1,0.5779,166.89,8.99,7.42,0.0576,0.0212
2021-01-04,9,1,353.92,346.88,1,1,0.9199,117.76,5.69,1.88,0.0179,0.0199
2021-01-04,11,2,842.41,817.81,1,1,0.861,233.0,8.01,5.84,0.0126,0.0292
2021-01-04,13,2,433.09000000000003,424.28,2,2,1.2646000000000002,133.38,8.51,3.05,0.0204,0.0203
2021-01-04,14,2,954.73,932.72,1,1,0.8852,240.29,9.2,17.57,0.0913,0.0231
2021-01-04,15,2,195.02,189.23,1,1,0.7312,145.5,6.89,1.77,0.0766,0.0297
2021-01-04,16,2,2504.29,2456.3199999999997,2,2,2.206,237.1,10.3,21.14,0.0946,0.0192
2021-01-04,19,2,1328.09,1289.89,1,1,0.7497,258.12,6.37,7.16,0.0477,0.0288
2021-01-04,20,3,238.81,232.05,1,1,0.5373,201.08,3.23,1.77,0.0222,0.0283
2021-01-04,21,3,621.87,607.12,1,1,0.5899,85.74,3.55,11.42,0.0,0.0237
2021-01-04,23,3,308.46,301.12,1,1,0.5767,64.49,8.18,3.11,0.0,0.0238
2021-01-04,29,3,454.75,446.72,1,1,1.2703,210.66,4.85,3.1,0.0521,0.0177
2021-01-04,30,4,2277.21,2205.26,1,1,0.7539,237.09,5.44,10.16,0.0794,0.0316
2021-01-04,33,4,792.63,772.1400000000001,2,2,1.4931,173.06,9.05,10.89,0.0548,0.0259
2021-01-04,34,4,467.68,450.26,1,1,0.787,200.0,3.24,2.7,0.0,0.0372
2021-01-04,35,4,1074.17,1048.3899999999999,2,2,2.183,251.75,6.8,15.0,0.0272,0.024
2021-01-04,40,4,2126.53,2064.56,1,1,0.6747,101.1,9.17,20.73,0.042,0.0291
2021-01-04,41,4,1274.83,1263.61,1,1,0.816,286.27,3.24,6.52,0.0,0.0088
2021-01-05,2,1,982.17,976.16,1,1,0.8264,277.72,2.98,15.17,0.0,0.0061
2021-01-05,3,1,1303.17,1276.8899999999999,2,2,2.1378,238.39,6.26,10.61,0.0,0.0202
2021-01-05,4,1,1375.15,1327.83,2,2,1.0654,129.6,5.34,10.22,0.0898,0.0344
2021-01-05,6,1,561.18,541.59,1,1,0.5665,209.06,7.94,3.86,0.0,0.0349
2021-01-05,7,1,1113.72,1079.37,2,2,1.9188999999999998,153.61,8.51,13.5,0.0,0.0308
2021-01-05,8,1,488.84,482.5,1,1,0.5948,177.19,9.2,7.4,0.0824,0.013
2021-01-05,9,1,351.14,349.6,1,1,0.9088,116.38,5.45,1.9,0.0,0.0044
2021-01-05,11,2,886.45,877.0,1,1,0.8551,247.6,7.79,6.26,0.0,0.0107
2021-01-05,13,2,457.90000000000003,441.77000000000004,2,2,1.2917999999999998,132.42,8.88,3.18,0.0647,0.0352
2021-01-05,14,2,1042.45,1015.72,1,1,0.8816,256.94,8.78,19.14,0.0415,0.0256
2021-01-05,15,2,201.02,197.12,1,1,0.6922,136.12,6.82,1.84,0.0656,0.0194
2021-01-05,16,2,2468.81,2443.8,2,2,2.2037,234.8,9.02,21.04,0.0,0.0101
2021-01-05,19,2,1367.15,1310.92,1,1,0.7497,264.54,6.15,7.28,0.0115,0.0411
2021-01-05,20,3,234.36,228.77,1,1,0.5369,201.43,3.3,1.74,0.0443,0.0239
2021-01-05,21,3,564.1,544.68,1,1,0.5755,81.53,3.5,10.25,0.0,0.0344
2021-01-05,23,3,325.43,316.66,1,1,0.5767,61.71,8.67,3.27,0.0117,0.0269
2021-01-05,29,3,445.6,433.88,1,1,1.2679,208.4,4.52,3.01,0.0,0.0263
2021-01-05,30,4,2216.6,2201.41,1,1,0.7539,249.99,5.14,10.14,0.0198,0.0069
2021-01-05,33,4,827.51,805.62,2,2,1.4931,179.76,9.39,11.36,0.0944,0.0265
2021-01-05,34,4,492.77,490.24,1,1,0.787,195.26,3.54,2.94,0.0826,0.0051
2021-01-05,35,4,1084.96,1059.37,2,2,2.1586,248.51,7.11,15.16,0.074,0.0236
2021-01-05,40,4,2126.53,2091.24,1,1,0.663,100.78,8.77,21.0,0.0,0.0166
2021-01-05,41,4,1246.44,1210.39,1,1,0.8091,291.29,3.17,6.25,0.0,0.0289
2021-01-06,2,1,982.18,949.87,1,1,0.8264,281.5,3.19,14.77,0.0257,0.0329
2021-01-06,3,1,1298.52,1280.8600000000001,2,2,2.1378,239.54,6.68,10.65,0.0603,0.0136
2021-01-06,4,1,1403.52,1371.76,2,2,1.0654,131.2,5.1,10.55,0.0408,0.0226
2021-01-06,6,1,571.52,559.39,1,1,0.5665,195.28,8.54,3.98,0.0582,0.0212
2021-01-06,7,1,1110.62,1103.73,2,2,1.9188999999999998,153.06,9.36,13.8,0.0636,0.0062
2021-01-06,8,1,472.56,458.82,1,1,0.5779,167.03,8.88,7.04,0.0447,0.0291
2021-01-06,9,1,344.02,331.31,1,1,0.9205,116.3,5.81,1.8,0.0394,0.0369
2021-01-06,11,2,886.45,884.17,1,1,0.8551,236.94,7.82,6.32,0.0,0.0026
2021-01-06,13,2,446.44999999999993,442.17999999999995,2,2,1.2646000000000002,131.41,8.56,3.18,0.0264,0.0096
2021-01-06,14,2,1011.53,1003.9,1,1,0.8816,247.17,9.24,18.91,0.0961,0.0075
2021-01-06,15,2,190.96,184.93,1,1,0.6922,139.49,6.54,1.73,0.0219,0.0316
2021-01-06,16,2,2469.8,2417.01,2,2,2.2061,247.13,9.51,20.81,0.0106,0.0214
2021-01-06,19,2,1255.52,1234.52,1,1,0.7151,246.19,6.39,6.86,0.051,0.0167
2021-01-06,20,3,236.97,233.93,1,1,0.5373,200.55,3.35,1.78,0.0601,0.0128
2021-01-06,21,3,584.77,568.63,1,1,0.5908,83.9,3.75,10.7,0.0417,0.0276
2021-01-06,23,3,318.89,310.4,1,1,0.5759,63.6,8.57,3.21,0.0,0.0266
2021-01-06,29,3,443.49,431.03,1,1,1.2679,208.17,4.44,2.99,0.0,0.0281
2021-01-06,30,4,2172.42,2098.6,1,1,0.7506,248.13,5.52,9.67,0.0952,0.034
2021-01-06,33,4,789.91,770.87,2,2,1.4895,182.77,8.59,10.87,0.0012,0.0241
2021-01-06,34,4,482.99,468.01,1,1,0.778,197.89,3.59,2.8,0.0979,0.031
2021-01-06,35,4,1094.24,1076.49,2,2,2.1845,235.87,7.24,15.41,0.0937,0.0162
2021-01-06,40,4,2126.53,2061.78,1,1,0.6754,98.33,9.29,20.7,0.0557,0.0304
2021-01-06,41,4,1209.04,1202.92,1,1,0.8164,276.88,3.22,6.21,0.0,0.0051
2021-01-07,2,1,1008.86,974.61,1,1,0.8571,258.96,3.2,15.15,0.0289,0.0339
2021-01-07,3,1,1273.8400000000001,1240.42,2,2,2.2146,243.59,6.51,10.31,0.0333,0.0262
2021-01-07,4,1,1369.44,1347.02,2,2,1.0693000000000001,136.93,4.75,10.36,0.0,0.0164
2021-01-07,6,1,566.98,564.62,1,1,0.5725,206.45,8.62,4.02,0.0682,0.0042
2021-01-07,7,1,1168.26,1150.55,2,2,1.9319,148.31,8.56,14.39,0.0,0.0152
2021-01-07,8,1,466.01,451.72,1,1,0.6035,174.4,9.49,6.93,0.1165,0.0307
2021-01-07,9,1,339.78,333.7,1,1,0.9088,113.76,5.46,1.81,0.0,0.0179
2021-01-07,11,2,836.01,812.67,1,1,0.8615,232.12,8.37,5.8,0.0582,0.0279
2021-01-07,13,2,453.87,441.12,2,2,1.3056,138.5,9.26,3.17,0.1103,0.0281
2021-01-07,14,2,1074.6,1050.84,1,1,0.8855,249.45,8.16,19.8,0.0,0.0221
2021-01-07,15,2,190.62,185.61,1,1,0.7346,140.76,6.61,1.73,0.0328,0.0263
2021-01-07,16,2,2439.13,2388.12,2,2,2.2037,238.59,9.98,20.56,0.0606,0.0209
2021-01-07,19,2,1267.39,1215.44,1,1,0.7575,263.65,6.01,6.75,0.0,0.041
2021-01-07,20,3,232.55,227.0,1,1,0.5369,189.75,3.29,1.73,0.0411,0.0239
2021-01-07,21,3,557.8,554.96,1,1,0.5755,89.64,3.54,10.44,0.0,0.0051
2021-01-07,23,3,333.46,325.5,1,1,0.5769,61.2,8.81,3.37,0.028,0.0239
2021-01-07,29,3,467.05,451.65,1,1,1.2705,221.16,4.72,3.14,0.0239,0.033
2021-01-07,30,4,2209.26,2192.3,1,1,0.7547,253.75,5.33,10.1,0.0575,0.0077
2021-01-07,33,4,830.6300000000001,812.25,2,2,1.4939,174.38,9.16,11.46,0.0676,0.0221
2021-01-07,34,4,483.53,474.06,1,1,0.789,190.04,3.43,2.84,0.0489,0.0196
2021-01-07,35,4,1069.41,1047.6,2,2,2.1586,244.87,6.68,14.99,0.0091,0.0204
2021-01-07,40,4,2126.53,2096.2,1,1,0.663,95.88,9.03,21.05,0.0261,0.0143
2021-01-07,41,4,1107.41,1089.87,1,1,0.8091,272.0,3.36,5.63,0.0151,0.0158
2021-01-08,2,1,995.86,984.29,1,1,0.8264,284.27,3.26,15.3,0.0482,0.0116
2021-01-08,3,1,1284.54,1254.15,2,2,2.1378,241.85,6.79,10.42,0.0778,0.0237
2021-01-08,4,1,1313.6599999999999,1270.68,2,2,1.0654,131.4,4.66,9.78,0.0,0.0327
2021-01-08,6,1,571.52,555.54,1,1,0.5665,195.03,8.68,3.95,0.0756,0.028
2021-01-08,7,1,1179.78,1174.35,2,2,1.9188999999999998,146.15,9.45,14.69,0.0739,0.0046
2021-01-08,8,1,481.45,477.52,1,1,0.5779,166.7,8.81,7.33,0.0365,0.0082
2021-01-08,9,1,340.04,332.49,1,1,0.921,120.04,5.57,1.81,0.0,0.0222
2021-01-08,11,2,841.49,816.95,1,1,0.8551,239.25,7.83,5.84,0.0,0.0292
2021-01-08,13,2,442.83000000000004,437.34,2,2,1.2646000000000002,138.86,8.0,3.14,0.0,0.0124
2021-01-08,14,2,1074.71,1050.67,1,1,0.8816,250.13,8.06,19.79,0.0,0.0224
2021-01-08,15,2,184.33,181.75,1,1,0.6922,139.89,6.43,1.7,0.0047,0.014
2021-01-08,16,2,2383.49,2322.19,2,2,2.2062,233.06,9.48,19.99,0.0074,0.0257
2021-01-08,19,2,1285.48,1227.3,1,1,0.7532,243.12,6.2,6.82,0.0197,0.0453
2021-01-08,20,3,241.08,237.39,1,1,0.5373,190.82,3.03,1.81,0.0,0.0153
2021-01-08,21,3,551.21,529.69,1,1,0.5914,86.88,3.84,9.97,0.0667,0.039
2021-01-08,23,3,347.21,343.95,1,1,0.5768,60.93,9.19,3.56,0.0723,0.0094
2021-01-08,29,3,482.55,469.97,1,1,1.2679,218.41,4.64,3.27,0.0065,0.0261
2021-01-08,30,4,2175.72,2165.49,1,1,0.7542,241.15,4.98,9.98,0.0,0.0047
2021-01-08,33,4,835.3700000000001,823.4300000000001,2,2,1.4934,176.98,8.45,11.62,0.0,0.0143
2021-01-08,34,4,491.53,481.45,1,1,0.7879,184.06,3.31,2.89,0.0122,0.0205
2021-01-08,35,4,1099.47,1065.54,2,2,2.1856,236.24,6.46,15.25,0.0,0.0309
2021-01-08,40,4,2126.53,2073.55,1,1,0.6759,91.92,9.44,20.82,0.0727,0.0249
2021-01-08,41,4,1107.89,1080.75,1,1,0.8167,271.45,3.45,5.58,0.0423,0.0245
2021-01-09,2,1,955.15,934.27,1,1,0.8542,261.39,3.39,14.52,0.09,0.0219
2021-01-09,3,1,1300.3899999999999,1274.32,2,2,2.2072000000000003,241.55,7.03,10.59,0.1159,0.02
2021-01-09,4,1,1337.3600000000001,1317.33,2,2,1.0689,135.96,4.7,10.14,0.0,0.015
2021-01-09,6,1,571.52,563.51,1,1,0.572,205.43,8.51,4.01,0.0545,0.014
2021-01-09,7,1,1214.06,1208.3,2,2,1.9306999999999999,150.5,9.2,15.11,0.0455,0.0047
2021-01-09,8,1,488.91,484.59,1,1,0.5975,176.71,9.19,7.44,0.0812,0.0088
2021-01-09,9,1,361.35,351.08,1,1,0.918,114.99,5.41,1.91,0.0,0.0284
2021-01-09,11,2,832.46,807.16,1,1,0.8609,239.8,7.57,5.77,0.0,0.0304
2021-01-09,13,2,451.61,441.55,2,2,1.2962,136.65,8.46,3.18,0.0144,0.0223
2021-01-09,14,2,1031.26,1020.83,1,1,0.8852,253.49,8.5,19.23,0.0083,0.0101
2021-01-09,15,2,190.31,186.5,1,1,0.7305,143.13,7.01,1.74,0.0953,0.02
2021-01-09,16,2,2562.01,2540.9900000000002,2,2,2.2056,241.55,9.49,21.87,0.0085,0.0082
2021-01-09,19,2,1296.73,1243.19,1,1,0.7541,245.16,6.05,6.9,0.0,0.0413
2021-01-09,20,3,241.08,233.33,1,1,0.5372,191.87,3.21,1.78,0.0158,0.0321
2021-01-09,21,3,596.12,583.26,1,1,0.5875,84.47,3.6,10.98,0.0,0.0216
2021-01-09,23,3,329.7,321.65,1,1,0.5768,59.85,8.39,3.33,0.0,0.0244
2021-01-09,29,3,450.77,435.02,1,1,1.2703,226.15,4.97,3.02,0.0781,0.0349
2021-01-09,30,4,2321.72,2281.05,1,1,0.7543,242.24,5.34,10.51,0.0595,0.0175
2021-01-09,33,4,831.25,820.9000000000001,2,2,1.4935,171.97,8.86,11.58,0.0326,0.0125
2021-01-09,34,4,466.23,463.29,1,1,0.7881,200.66,3.47,2.78,0.0612,0.0063
2021-01-09,35,4,1175.82,1159.45,2,2,2.1789,234.81,6.42,16.59,0.0,0.0139
2021-01-09,40,4,2126.53,2056.52,1,1,0.6727,97.2,8.56,20.65,0.0,0.0329
2021-01-09,41,4,1197.8,1179.41,1,1,0.8148,283.94,3.28,6.09,0.0,0.0154
2021-01-10,2,1,979.1,959.92,1,1,0.8604,282.02,3.39,14.92,0.09,0.0196
2021-01-10,3,1,1386.6399999999999,1332.99,2,2,2.2228,249.31,6.44,11.08,0.0222,0.0387
2021-01-10,4,1,1447.0700000000002,1424.52,2,2,1.0697,137.18,4.86,10.96,0.0,0.0156
2021-01-10,6,1,559.0,540.31,1,1,0.5732,196.92,8.1,3.85,0.0037,0.0334
2021-01-10,7,1,1249.37,1215.41,2,2,1.9333,148.14,9.11,15.2,0.0352,0.0272
2021-01-10,8,1,472.65,464.83,1,1,0.5975,173.05,8.56,7.13,0.0071,0.0165
2021-01-10,9,1,373.59,363.77,1,1,0.9185,120.74,5.93,1.98,0.0608,0.0263
2021-01-10,11,2,775.55,746.85,1,1,0.8622,236.82,8.4,5.33,0.0619,0.037
2021-01-10,13,2,452.65,443.16,2,2,1.2959999999999998,143.46,8.98,3.19,0.0767,0.021
2021-01-10,14,2,1146.58,1136.44,1,1,0.886,258.78,8.37,21.41,0.0,0.0088
2021-01-10,15,2,199.47,193.8,1,1,0.7391,143.85,6.72,1.81,0.05,0.0284
2021-01-10,16,2,2516.99,2446.66,2,2,2.2057,233.36,9.5,21.06,0.0096,0.0279
2021-01-10,19,2,1253.82,1225.6,1,1,0.753,242.3,6.81,6.81,0.1201,0.0225
2021-01-10,20,3,241.08,233.68,1,1,0.5372,201.27,3.31,1.78,0.0475,0.0307
2021-01-10,21,3,580.18,575.81,1,1,0.5881,89.1,3.64,10.84,0.0111,0.0075
2021-01-10,23,3,337.12,329.63,1,1,0.5768,60.72,9.04,3.41,0.0548,0.0222
2021-01-10,29,3,453.99,449.56,1,1,1.2708,217.86,4.61,3.12,0.0,0.0098
2021-01-10,30,4,2245.94,2208.78,1,1,0.7542,254.42,5.19,10.18,0.0298,0.0165
2021-01-10,33,4,852.3499999999999,844.23,2,2,1.4934,174.79,9.05,11.91,0.0548,0.0095
2021-01-10,34,4,521.5,503.72,1,1,0.7878,194.26,3.21,3.02,0.0,0.0341
2021-01-10,35,4,1177.48,1158.5700000000002,2,2,2.18,233.9,7.14,16.58,0.0785,0.0161
2021-01-10,40,4,2126.53,2090.33,1,1,0.6732,96.05,8.93,20.99,0.0148,0.017
2021-01-10,41,4,1295.57,1267.68,1,1,0.8151,282.41,3.39,6.55,0.0242,0.0215
2021-01-11,2,1,941.7,917.59,1,1,0.861,281.97,3.22,14.26,0.0354,0.0256
2021-01-11,3,1,1345.1399999999999,1309.4899999999998,2,2,2.2241999999999997,246.16,6.64,10.88,0.054,0.0265
2021-01-11,4,1,1472.38,1446.0700000000002,2,2,1.0697,134.18,5.01,11.13,0.0224,0.0179
2021-01-11,6,1,571.52,564.18,1,1,0.5733,201.36,8.46,4.02,0.0483,0.0128
2021-01-11,7,1,1251.3000000000002,1223.71,2,2,1.9337,149.47,8.63,15.3,0.0,0.022
2021-01-11,8,1,473.41,468.17,1,1,0.5953,179.05,8.22,7.18,0.0,0.0111
2021-01-11,9,1,358.08,346.71,1,1,0.9088,117.59,5.98,1.88,0.0698,0.0318
2021-01-11,11,2,751.72,740.66,1,1,0.8623,234.77,7.63,5.29,0.0,0.0147
2021-01-11,13,2,442.24,432.49,2,2,1.2926000000000002,136.3,8.48,3.11,0.0168,0.022
2021-01-11,14,2,1183.41,1163.08,1,1,0.886,242.26,9.08,21.91,0.0771,0.0172
2021-01-11,15,2,207.7,197.91,1,1,0.7399,142.17,6.72,1.85,0.05,0.0471
2021-01-11,16,2,2470.8,2447.12,2,2,2.2037,231.63,9.88,21.06,0.0499,0.0096
2021-01-11,19,2,1199.5,1179.71,1,1,0.7151,261.22,6.36,6.55,0.0461,0.0165
2021-01-11,20,3,241.08,240.08,1,1,0.5369,195.05,3.35,1.83,0.0601,0.0041
2021-01-11,21,3,605.02,601.68,1,1,0.5755,88.17,3.88,11.32,0.0778,0.0055
2021-01-11,23,3,321.31,314.82,1,1,0.5759,64.14,8.66,3.25,0.0105,0.0202
2021-01-11,29,3,457.22,448.3,1,1,1.2708,208.97,4.68,3.11,0.0152,0.0195
2021-01-11,30,4,2323.81,2261.11,1,1,0.7506,239.67,4.91,10.42,0.0,0.027
2021-01-11,33,4,846.51,823.13,2,2,1.4895,168.34,8.33,11.61,0.0,0.0276
2021-01-11,34,4,539.01,524.46,1,1,0.778,195.6,3.18,3.14,0.0,0.027
2021-01-11,35,4,1190.8,1178.06,2,2,2.1586,230.03,7.2,16.86,0.0876,0.0107
2021-01-11,40,4,2126.53,2072.66,1,1,0.663,94.24,9.38,20.81,0.0659,0.0253
2021-01-11,41,4,1294.37,1266.42,1,1,0.8091,273.17,3.41,6.54,0.0302,0.0216
2021-01-12,2,1,921.71,901.79,1,1,0.8264,262.82,3.02,14.02,0.0,0.0216
2021-01-12,3,1,1393.45,1373.42,2,2,2.1378,254.25,6.01,11.42,0.0,0.0144
2021-01-12,4,1,1498.0700000000002,1485.27,2,2,1.0654,140.88,4.94,11.43,0.0082,0.0085
2021-01-12,6,1,566.14,554.55,1,1,0.5665,208.53,8.29,3.95,0.0273,0.0205
2021-01-12,7,1,1206.74,1179.15,2,2,1.9188999999999998,144.72,9.45,14.75,0.0739,0.0229
2021-01-12,8,1,450.73,436.29,1,1,0.5779,168.38,8.7,6.7,0.0235,0.032
2021-01-12,9,1,376.13,366.56,1,1,0.9197,122.03,6.04,1.99,0.0805,0.0254
2021-01-12,11,2,777.27,751.48,1,1,0.8551,246.67,8.31,5.37,0.0506,0.0332
2021-01-12,13,2,440.56999999999994,436.65,2,2,1.2646000000000002,142.78,8.2,3.14,0.0,0.0089
2021-01-12,14,2,1195.69,1161.68,1,1,0.8816,241.66,8.51,21.89,0.0095,0.0284
2021-01-12,15,2,209.6,203.95,1,1,0.6922,142.18,6.46,1.9,0.0094,0.027
2021-01-12,16,2,2636.8999999999996,2591.84,2,2,2.206,234.97,9.46,22.31,0.0053,0.0171
2021-01-12,19,2,1200.15,1182.5,1,1,0.7533,263.96,6.85,6.57,0.1266,0.0147
2021-01-12,20,3,241.08,236.25,1,1,0.5373,195.87,3.46,1.8,0.0949,0.02
2021-01-12,21,3,575.03,571.3,1,1,0.5897,82.44,3.65,10.75,0.0139,0.0065
2021-01-12,23,3,341.58,330.69,1,1,0.5768,60.72,8.17,3.42,0.0,0.0319
